연번,노선번호,노선ID,정류소번호,정류소ID,정류소명,위도,경도
15,201,SJB293000275,53011,SJB293064099,"범지기마을3,9단지",36.518782,127.2444672
16,201,SJB293000275,53013,SJB293064101,범지기마을10단지북측,36.5189898,127.2489006
17,201,SJB293000275,51072,SJB293064052,세종충남대병원,36.5187208,127.2561613
18,201,SJB293000275,52010,SJB293056001,도담동(도램마을),36.5149714,127.2587943
19,201,SJB293000275,52052,SJB293064109,"도램마을8,10단지",36.5121149,127.2594431
20,201,SJB293000275,52039,SJB293062015,인사혁신처,36.5079451,127.2615354
21,201,SJB293000275,52035,SJB293062013,정부세종청사북측,36.5051501,127.261382
22,201,SJB293000275,52031,SJB293062005,정부세종청사남측,36.5008322,127.2593406
23,201,SJB293000275,52032,SJB293062008,정부세종청사남측,36.5016046,127.2601032
24,201,SJB293000275,59029,SJB293064394,보건복지부 고용노동부,36.5022146,127.2608383
25,201,SJB293000275,52012,SJB293062018,문화체육관광부,36.49931,127.26472
26,201,SJB293000275,52015,SJB293062010,과기정통부(중기부),36.49776,127.2605
1,203,SJB293000268,51053,SJB293055059,세종고속시외버스터미널,36.46881,127.2735046
2,203,SJB293000268,62017,SJB293064488,세종예술의전당,36.4874554,127.2646885
3,203,SJB293000268,31071,SJB293064347,세종예술고등학교,36.492095,127.269558
4,203,SJB293000268,51085,SJB293064065,충남대학교병원세종의원,36.4960299,127.2657345
5,203,SJB293000268,52057,SJB293064268,과학기술정보통신,36.496085,127.2630356
6,203,SJB293000268,61037,SJB293064349,나릿재마을,36.4914044,127.2581439
7,203,SJB293000268,61044,SJB293064368,새뜸마을14단지,36.4911744,127.2558346
8,203,SJB293000268,51125,SJB293064237,"가온마을4,7단지",36.4912295,127.2498109
9,203,SJB293000268,61042,SJB293064366,다정중학교(가온마을4단지),36.4937133,127.2477261
10,203,SJB293000268,61048,SJB293064372,다정고등학교(가온마을1단지),36.4929776,127.2430447
11,203,SJB293000268,61050,SJB293064374,"가온마을2,3단지",36.4960541,127.2420575
12,203,SJB293000268,61052,SJB293064376,한결초등학교,36.4958942,127.2473673
13,203,SJB293000268,61028,SJB293064307,"가온마을6,9단지",36.4986116,127.2491786
14,203,SJB293000268,52019,SJB293062002,어진중학교(가재마을9단지),36.4986553,127.2550362
15,203,SJB293000268,52032,SJB293062008,정부세종청사남측,36.5016046,127.2601032
16,203,SJB293000268,52034,SJB293062012,정부세종청사북측,36.5048938,127.2616877
17,203,SJB293000268,52040,SJB293056005,인사혁신처,36.5091666,127.2615149
18,203,SJB293000268,52053,SJB293064110,"도램마을8,10단지",36.5119177,127.2600021
19,203,SJB293000268,52007,SJB293056004,도담동(도램마을),36.514017,127.2593948
20,203,SJB293000268,51054,SJB293055069,도램마을20단지,36.517445,127.264615
21,203,SJB293000268,51056,SJB293056011,"도램마을16,19단지",36.51484,127.2660717
22,203,SJB293000268,51093,SJB293064073,"도램마을14,15단지",36.5108082,127.2669854
23,203,SJB293000268,52005,SJB293062024,"양지중학교(한뜰마을1,2단지)",36.50712,127.26767
24,203,SJB293000268,52002,SJB293062027,공정거래위원회,36.504461,127.267198
25,203,SJB293000268,52038,SJB293062019,제3주차장,36.50222,127.26608
26,203,SJB293000268,52059,SJB293064306,국립세종도서관정문,36.4991764,127.26764
27,203,SJB293000268,52061,SJB293064384,문화체육관광부,36.4967463,127.2664681
28,203,SJB293000268,31072,SJB293064348,세종예술고등학교,36.492706,127.268917
29,203,SJB293000268,62018,SJB293064489,세종예술의전당,36.4880312,127.2641006
30,203,SJB293000268,51052,SJB293055058,세종고속시외버스터미널,36.4689905,127.2735878
1,203,SJB293000269,51053,SJB293055059,세종고속시외버스터미널,36.46881,127.2735046
2,203,SJB293000269,62017,SJB293064488,세종예술의전당,36.4874554,127.2646885
3,203,SJB293000269,31071,SJB293064347,세종예술고등학교,36.492095,127.269558
4,203,SJB293000269,51082,SJB293064062,문화체육관광부,36.4966718,127.2666425
5,203,SJB293000269,51083,SJB293064063,국립세종도서관정문,36.4991217,127.2678021
6,203,SJB293000269,52037,SJB293062020,제3주차장,36.50168,127.26609
7,203,SJB293000269,52003,SJB293062021,공정거래위원회,36.50435,127.26735
8,203,SJB293000269,52062,SJB293064392,"한뜰마을1,2단지",36.506399,127.267947
9,203,SJB293000269,52026,SJB293056008,양지중학교,36.50843,127.26785
10,203,SJB293000269,52021,SJB293056007,"도램마을14,15단지",36.51233,127.2668
11,203,SJB293000269,51055,SJB293056010,"도램마을16,19단지",36.51532,127.2659733
12,203,SJB293000269,52051,SJB293064108,도램마을20단지,36.5174087,127.2649161
13,203,SJB293000269,52010,SJB293056001,도담동(도램마을),36.5149714,127.2587943
14,203,SJB293000269,52052,SJB293064109,"도램마을8,10단지",36.5121149,127.2594431
15,203,SJB293000269,52039,SJB293062015,인사혁신처,36.5079451,127.2615354
16,203,SJB293000269,52035,SJB293062013,정부세종청사북측,36.5051501,127.261382
17,203,SJB293000269,52031,SJB293062005,정부세종청사남측,36.5008322,127.2593406
18,203,SJB293000269,52017,SJB293062003,어진중학교(가재마을9단지),36.4989327,127.2549113
19,203,SJB293000269,61021,SJB293064262,"가온마을6,9단지",36.498607,127.24896
20,203,SJB293000269,61053,SJB293064377,한결초등학교,36.4960562,127.2472552
21,203,SJB293000269,61051,SJB293064375,"가온마을2,3단지",36.4961754,127.2418338
22,203,SJB293000269,61049,SJB293064373,다정고등학교(가온마을1단지),36.4927929,127.2431235
23,203,SJB293000269,61043,SJB293064367,다정중학교(가온마을4단지),36.4936286,127.2481842
24,203,SJB293000269,61046,SJB293064370,"가온마을4,7단지",36.4915533,127.2494805
25,203,SJB293000269,61047,SJB293064371,새뜸마을10단지,36.4905735,127.2508178
26,203,SJB293000269,61045,SJB293064369,새뜸마을14단지,36.4909023,127.2550427
27,203,SJB293000269,61038,SJB293064350,나릿재마을,36.4912197,127.2581891
28,203,SJB293000269,52058,SJB293064269,과학기술정보통신,36.4959777,127.2634881
29,203,SJB293000269,31072,SJB293064348,세종예술고등학교,36.492706,127.268917
30,203,SJB293000269,62018,SJB293064489,세종예술의전당,36.4880312,127.2641006
31,203,SJB293000269,51052,SJB293055058,세종고속시외버스터미널,36.4689905,127.2735878
1,221,SJB293000278,51053,SJB293055059,세종고속시외버스터미널,36.46881,127.2735046
2,221,SJB293000278,51124,SJB293064232,대평동(해들마을),36.4719176,127.2763944
3,221,SJB293000278,51108,SJB293064207,보람동(해들마을),36.4746524,127.2805
4,221,SJB293000278,51096,SJB293064079,세종시청.교육청.시의회,36.478188,127.288035
5,221,SJB293000278,51100,SJB293064164,세종우체국(보람초등학교),36.4802554,127.2931435
6,221,SJB293000278,51103,SJB293064167,"호려울마을8,9단지",36.4797747,127.296745
7,221,SJB293000278,51105,SJB293064169,"새샘마을1,2단지",36.480853,127.299974
8,221,SJB293000278,62001,SJB293064362,소담고등학교(새샘마을5단지),36.4815502,127.3045326
9,221,SJB293000278,51001,SJB293060004,한국개발연구원(KDI),36.4825782,127.3074549
10,221,SJB293000278,62003,SJB293064364,새샘마을6단지,36.4847415,127.3044855
11,221,SJB293000278,51114,SJB293064213,글벗중학교(새샘마을9단지),36.4898882,127.2984603
12,221,SJB293000278,51033,SJB293057002,한국조세재정연구원,36.49285,127.30063
13,221,SJB293000278,51094,SJB293064077,국책연구단지북측,36.4955579,127.3033473
14,221,SJB293000278,31074,SJB293064451,국립세종수목원(연구동),36.4980336,127.2897139
15,221,SJB293000278,31075,SJB293064452,"국립세종수목원,중앙공원",36.4996496,127.283625
16,221,SJB293000278,31076,SJB293064453,세종호수공원,36.5018825,127.2791339
17,221,SJB293000278,52044,SJB293062025,국무조정실(한뜰마을3단지),36.50408,127.27115
18,221,SJB293000278,52062,SJB293064392,"한뜰마을1,2단지",36.506399,127.267947
19,221,SJB293000278,52039,SJB293062015,인사혁신처,36.5079451,127.2615354
20,221,SJB293000278,52035,SJB293062013,정부세종청사북측,36.5051501,127.261382
21,221,SJB293000278,51059,SJB293064024,정부세종청사스포츠센터,36.5063112,127.2586961
22,221,SJB293000278,51078,SJB293064058,도램마을1단지,36.5078138,127.2572564
23,221,SJB293000278,51079,SJB293064059,범지기마을4단지,36.507833,127.2490874
24,221,SJB293000278,53040,SJB293064148,범지기마을1단지,36.5089857,127.242171
25,221,SJB293000278,53044,SJB293064158,"가락마을7,8단지",36.5055858,127.2395189
26,221,SJB293000278,51063,SJB293064028,고운중학교,36.5068832,127.2367283
27,221,SJB293000278,53001,SJB293064089,고운고등학교,36.509267,127.2343639
28,221,SJB293000278,53018,SJB293064107,가락마을14단지,36.5129521,127.2334076
29,221,SJB293000278,53003,SJB293064091,가락초등학교,36.5156123,127.2337503
30,221,SJB293000278,53005,SJB293064093,두루중학교,36.5173305,127.2381952
31,221,SJB293000278,53007,SJB293064095,"두루초,중학교",36.5191814,127.2394622
32,221,SJB293000278,53054,SJB293064424,세종누리학교,36.525453,127.242234
1,221,SJB293000279,53055,SJB293064425,세종누리학교,36.525623,127.242241
2,221,SJB293000279,53008,SJB293064096,"두루초,중학교",36.5187165,127.2391789
3,221,SJB293000279,53006,SJB293064094,두루중학교,36.5174909,127.2373346
4,221,SJB293000279,53004,SJB293064092,가락초등학교,36.5156976,127.233616
5,221,SJB293000279,53017,SJB293064106,가락마을14단지,36.51301,127.2331115
6,221,SJB293000279,53002,SJB293064090,고운고등학교,36.5089377,127.2342422
7,221,SJB293000279,51064,SJB293064029,고운중학교,36.5060786,127.2377584
8,221,SJB293000279,53049,SJB293064205,"가락마을7,8단지",36.5051871,127.240274
9,221,SJB293000279,53041,SJB293064149,범지기마을1단지,36.5087261,127.2430206
10,221,SJB293000279,51091,SJB293064071,가재마을12단지,36.5073176,127.2505017
11,221,SJB293000279,51092,SJB293064072,도램마을1단지,36.5075751,127.2573298
12,221,SJB293000279,51058,SJB293064023,정부세종청사스포츠센터,36.5063018,127.2584839
13,221,SJB293000279,52034,SJB293062012,정부세종청사북측,36.5048938,127.2616877
14,221,SJB293000279,52001,SJB293062016,도램마을9단지,36.5084834,127.2624829
15,221,SJB293000279,52005,SJB293062024,"양지중학교(한뜰마을1,2단지)",36.50712,127.26767
16,221,SJB293000279,52045,SJB293062026,국무조정실(한뜰마을3단지),36.50383,127.27132
17,221,SJB293000279,31024,SJB293014034,세종호수공원,36.50216,127.27738
18,221,SJB293000279,31077,SJB293064454,세종중앙공원,36.5001803,127.2821042
19,221,SJB293000279,31078,SJB293064455,국립세종수목원,36.4988004,127.286745
20,221,SJB293000279,31079,SJB293064456,국립세종수목원(연구동),36.4976075,127.2900113
21,221,SJB293000279,51095,SJB293064078,국책연구단지북측,36.4959817,127.3034244
22,221,SJB293000279,51032,SJB293057001,한국조세재정연구원,36.49277,127.30037
23,221,SJB293000279,51113,SJB293064212,글벗중학교(새샘마을9단지),36.4906457,127.2986202
24,221,SJB293000279,62004,SJB293064365,새샘마을6단지,36.4845112,127.3042404
25,221,SJB293000279,51002,SJB293060003,한국개발연구원(KDI),36.48246,127.30716
26,221,SJB293000279,62002,SJB293064363,소담고등학교(새샘마을1단지),36.4815428,127.3027743
27,221,SJB293000279,51104,SJB293064168,"새샘마을1,2단지",36.4807836,127.298936
28,221,SJB293000279,51102,SJB293064166,"호려울마을8,9단지",36.4796473,127.2960085
29,221,SJB293000279,51101,SJB293064165,세종우체국(보람초등학교),36.4805387,127.2927688
30,221,SJB293000279,51097,SJB293064080,세종시청.교육청.시의회,36.478828,127.288963
31,221,SJB293000279,51109,SJB293064208,보람동(호려울마을),36.4757635,127.2817304
32,221,SJB293000279,51123,SJB293064231,대평동(해들마을),36.4723006,127.2763096
33,221,SJB293000279,51052,SJB293055058,세종고속시외버스터미널,36.4689905,127.2735878
1,11,SJB293000180,11106,SJB293064259,조치원버스터미널,36.6018992,127.3028932
2,11,SJB293000180,11099,SJB293064152,조치원전통시장북측,36.6015602,127.2996293
3,11,SJB293000180,11071,SJB293001084,조치원역,36.60099,127.29713
4,11,SJB293000180,11039,SJB293001087,세종우체국,36.60296,127.29789
5,11,SJB293000180,11070,SJB293001086,세종중학교,36.60578,127.29741
6,11,SJB293000180,11034,SJB293001082,세종고등학교,36.61017,127.2968
7,11,SJB293000180,11030,SJB293001067,새주막거리,36.61256,127.29455
8,11,SJB293000180,11006,SJB293001029,구렁말,36.61749,127.28889
9,11,SJB293000180,11049,SJB293001021,신안리마을회관,36.61655,127.28695
10,11,SJB293000180,11080,SJB293001032,중앙요양병원,36.614,127.2894
11,11,SJB293000180,11045,SJB293001050,신안1리입구,36.61353,127.29121
12,11,SJB293000180,11001,SJB293001055,고려대학교,36.6108381,127.2930928
13,11,SJB293000180,11067,SJB293001041,세종여자고등학교입구,36.6070144,127.2912647
14,11,SJB293000180,11043,SJB293001036,신봉초등학교,36.60283,127.28966
15,11,SJB293000180,11011,SJB293001042,세종시문화예술회관,36.59869,127.29035
16,11,SJB293000180,64023,SJB293064502,신흥3리,36.5956852,127.2907396
17,11,SJB293000180,11054,SJB293001038,신흥주공아파트,36.59523,127.28973
18,11,SJB293000180,11036,SJB293001020,세종시민체육관,36.59468,127.28478
19,11,SJB293000180,64026,SJB293064505,조치원 농협,36.5928162,127.2869351
20,11,SJB293000180,64028,SJB293064507,신흥푸르지오,36.5913565,127.2899016
21,11,SJB293000180,11059,SJB293001052,자이아파트,36.59083,127.29173
22,11,SJB293000180,11097,SJB293064083,번암아파트후문,36.5876866,127.2920412
23,11,SJB293000180,11016,SJB293001065,번암삼거리,36.58365,127.29409
24,11,SJB293000180,11018,SJB293001079,번암아파트,36.5866993,127.2971748
25,11,SJB293000180,11076,SJB293001092,죽림리,36.59127,127.29897
26,11,SJB293000180,11090,SJB293001093,효성세종병원,36.59705,127.29895
27,11,SJB293000180,11063,SJB293001090,조치원전통시장,36.59898,127.29861
28,11,SJB293000180,11093,SJB293064017,조치원역,36.6013323,127.2970784
29,11,SJB293000180,64008,SJB293064019,조치원전통시장북측,36.6014294,127.3000769
30,11,SJB293000180,11107,SJB293064260,조치원버스터미널,36.6018765,127.3027591
1,12,SJB293000181,11106,SJB293064259,조치원버스터미널,36.6018992,127.3028932
2,12,SJB293000181,11099,SJB293064152,조치원전통시장북측,36.6015602,127.2996293
3,12,SJB293000181,11071,SJB293001084,조치원역,36.60099,127.29713
4,12,SJB293000181,11062,SJB293001088,조치원전통시장,36.599942,127.29819
5,12,SJB293000181,11096,SJB293064035,효성세종병원,36.5972495,127.2987069
6,12,SJB293000181,11075,SJB293001091,죽림리,36.59078,127.29892
7,12,SJB293000181,11014,SJB293001089,번암리,36.5884,127.29841
8,12,SJB293000181,11017,SJB293001078,번암아파트,36.58577,127.29582
9,12,SJB293000181,11015,SJB293001066,번암삼거리,36.58401,127.29416
10,12,SJB293000181,11019,SJB293001054,번암아파트후문,36.58772,127.29233
11,12,SJB293000181,11058,SJB293001053,자이아파트,36.59085,127.29192
12,12,SJB293000181,64027,SJB293064506,신흥푸르지오,36.5915324,127.2899626
13,12,SJB293000181,64025,SJB293064504,조치원 농협,36.592983,127.2869737
14,12,SJB293000181,11052,SJB293001019,세종시민체육관,36.59455,127.28477
15,12,SJB293000181,11053,SJB293001037,신흥주공아파트,36.5951,127.28973
16,12,SJB293000181,64024,SJB293064503,신흥3리,36.5956318,127.2911254
17,12,SJB293000181,11010,SJB293001045,세종시문화예술회관,36.598,127.29075
18,12,SJB293000181,11042,SJB293001040,신봉초등학교,36.60169,127.29016
19,12,SJB293000181,11068,SJB293001051,세종여자고등학교입구,36.6068434,127.2914161
20,12,SJB293000181,11002,SJB293001058,고려대학교,36.61076,127.29344
21,12,SJB293000181,11046,SJB293001049,신안1리입구,36.61372,127.29104
22,12,SJB293000181,11079,SJB293001033,중앙요양병원,36.61411,127.28953
23,12,SJB293000181,11033,SJB293001022,신안리마을회관,36.61637,127.28719
24,12,SJB293000181,11005,SJB293001028,구렁말,36.61737,127.28887
25,12,SJB293000181,11029,SJB293001068,새주막거리,36.61236,127.29459
26,12,SJB293000181,11035,SJB293001080,세종고등학교,36.61024,127.29666
27,12,SJB293000181,11069,SJB293001085,세종중학교,36.60591,127.29721
28,12,SJB293000181,11093,SJB293064017,조치원역,36.6013323,127.2970784
29,12,SJB293000181,64008,SJB293064019,조치원전통시장북측,36.6014294,127.3000769
30,12,SJB293000181,11107,SJB293064260,조치원버스터미널,36.6018765,127.3027591
1,13,SJB293000264,11106,SJB293064259,조치원버스터미널,36.6018992,127.3028932
2,13,SJB293000264,11099,SJB293064152,조치원전통시장북측,36.6015602,127.2996293
3,13,SJB293000264,11071,SJB293001084,조치원역,36.60099,127.29713
4,13,SJB293000264,11039,SJB293001087,세종우체국,36.60296,127.29789
5,13,SJB293000264,11070,SJB293001086,세종중학교,36.60578,127.29741
6,13,SJB293000264,11034,SJB293001082,세종고등학교,36.61017,127.2968
7,13,SJB293000264,11030,SJB293001067,새주막거리,36.61256,127.29455
